0,10.0,-16.773158921441244,-16.40488896724451,-16.829246243041258,-15.215165645959026,-16.932192821229435,-14.667113202671331,-16.748120556868656,-16.775542637709847,-16.736955714577537,-16.88171930621725,-16.882401811169935,-16.20821354789003,-16.838776332241228,-16.574036041414267,-16.745866661885696,-16.574051077961073,-16.939859027784877,-16.898963172587305,-15.136614647009518,-16.782611970429265,-16.905172189638918,-16.90787600906881,-16.841209597235874,-16.77943499166591,-16.770704038659428,-16.576191815831777,-16.35961907536587,-15.89489550685916,-16.916342775318185,-16.770775205172637,-16.827370049503806
1,10.0,-16.84090750535863,-16.939859027784877,-16.93994106212472,-16.938567845020433,-16.93697872159475,-16.927663710343218,-16.9236480624602,-16.90806002984828,-16.882401817860718,-16.882401802638185,-16.88231931973754,-16.881899184516772,-16.87302163070952,-16.842384077016145,-16.842341944790586,-16.84234188288436,-16.8394731278329,-16.811791689957875,-16.797750694914363,-16.787904318687282,-16.7827017537811,-16.782701710494415,-16.7801659175124,-16.763158923068865,-16.761641048454806,-16.696863907315915,-16.696598459592312,-16.658510588888102,-16.641146499495953,-16.560750813697208,-16.37271327198268
2,10.0,-16.921981842397543,-16.93994106212472,-16.939971222333874,-16.93977002961322,-16.939015826978142,-16.938920463467,-16.938610664537222,-16.93697872141187,-16.93697685816674,-16.93695888059827,-16.936886943238196,-16.933896965043704,-16.931796282852087,-16.92364809965306,-16.92364808434965,-16.923639254266433,-16.920324430528648,-16.917486853749782,-16.908067428149646,-16.882401817974124,-16.88229485941349,-16.876304202570942,-16.87332055631802,-16.84238407695197,-16.788210121498718,-16.782701753513045,-16.782687961035627,-16.782484160902335,-16.78205408542678,-16.57708811796106,-15.868085872869631
3,10.0,-16.902959210992808,-16.939971222333874,-16.94,-16.939770513239154,-16.93977030346758,-16.93901583195651,-16.936978721196116,-16.936977859616906,-16.934995853576616,-16.932422180675538,-16.932294418012333,-16.932252778846465,-16.923644838658273,-16.908031604924847,-16.906780239523126,-16.904774902509697,-16.90114351947592,-16.882401817974074,-16.88240175800129,-16.876568383275046,-16.874320011909685,-16.84238407121389,-16.842384069322463,-16.842257761010785,-16.782701753781197,-16.782701753781193,-16.7827017514153,-16.777105024208698,-16.433208522705968,-16.19359243594864,-15.86429435913679
4,10.0,-16.92340757998612,-16.94,-16.94,-16.94,-16.939971222333874,-16.93996877389298,-16.939770512511583,-16.93935135773681,-16.93901720964532,-16.939017204840226,-16.939016861690227,-16.939001675183484,-16.938431445857177,-16.936968610234782,-16.923648099515436,-16.923555324536565,-16.923259835435672,-16.919488057573695,-16.908070498382905,-16.90807047719104,-16.90755568063273,-16.89973872821086,-16.881310867331063,-16.881083792999334,-16.856063915526832,-16.842384076935,-16.781064715497546,-16.689507069037017,-16.558762494463323,-16.53903685374117,-16.486538154522176
5,10.0,-16.93979945691382,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999999937825,-16.93999999978441,-16.93999999945335,-16.93997170283335,-16.939971222333874,-16.939828400584297,-16.939770513243346,-16.93977047965119,-16.939017206800003,-16.939017205155526,-16.932452393200133,-16.92361517095408,-16.90807042949505,-16.9080539638618,-16.886427433931814,-16.882401816691672,-16.843483411397198,-16.836844171435196,-16.55696234805002,-16.537648773730947,-16.176996104411256
6,10.0,-16.939153151124238,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999999999987,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.93977036685078,-16.939289092603154,-16.93901720964532,-16.93901720964532,-16.93245241531662,-16.932428448414168,-16.92347175644541,-16.90807051429797,-16.833936590182127,-16.82322499139945,-16.78660698276894,-16.782622154748164,-16.750380803830904,-16.73331441538196,-16.69022605597428,-16.679013703015958,-16.32040827429412
7,10.0,-16.939971222333874,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999999999984,-16.939999982045947,-16.939971222333874,-16.939971222333874,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.939770513243346,-16.939770513243346,-16.93901720964532,-16.93901720964532,-16.923478771448973,-16.90485996435179,-16.880958781148003,-16.874924048373828,-16.774468302250984,-16.716959443602303,-16.695783876691618
8,10.0,-16.93999999690522,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999999999994,-16.93999999381045,-16.93901720964532,-16.936810794201673,-16.92364809967152,-16.90806056554658,-16.882401817974124,-16.88141363611848,-16.782701753781197,-16.78099253380996,-16.696894125300986,-16.69654366756462,-16.667574808652983,-16.524895224636115,-16.47359851328611,-16.411517924930596
9,10.0,-16.939770513243346,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.93999999999999,-16.939999999999337,-16.939999999998854,-16.939971222333874,-16.939971222333874,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.939770513243346,-16.939770513243346,-16.939380921985677,-16.93901720964532,-16.934240033209424,-16.933489554816695,-16.841088621466678,-16.787304772445417,-16.782700116176844,-16.782619775239983,-16.412610183386658,-16.3926937204785,-16.147094809497762,-15.90142361751086
10,10.0,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999999999984,-16.93999999997175,-16.939971222333874,-16.939971222333874,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.92364809967152,-16.90806767295822,-16.90462694061344,-16.882401817974124,-16.860373048407325,-16.72840242626935,-16.397138687141297
11,10.0,-16.939999711883775,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999999999976,-16.93999980560399,-16.93999961816356,-16.939971222333874,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.939770513243346,-16.93697872159475,-16.93146147640521,-16.92364809967152,-16.882025439776726,-16.836882162722453,-16.782701753781197,-16.782397971322794,-16.775721996023616,-16.691724169319464
12,10.0,-16.939971222333874,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.93999999999995,-16.939999813736225,-16.939971222333874,-16.939971222333874,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.939661233379635,-16.93901720964532,-16.938793604256517,-16.93245241531662,-16.905968969590855,-16.865886229028284,-16.841636198563638,-16.782181401904843,-16.759992587767766,-16.69686419495569,-16.060920273043962
13,10.0,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.939999925880258,-16.939971222333874,-16.939770513243346,-16.939770513243346,-16.939549058697835,-16.93901720964532,-16.932447710133296,-16.910904547725227,-16.90807051429797,-16.881843029976878,-16.755392581459105,-16.739397908110423,-16.69405560486354
